Cell_Index,Sample_Tag,Sample_Name
441450,SampleTag01_hs,SampleTag01_hs
766874,SampleTag01_hs,SampleTag01_hs
169839,SampleTag02_hs,SampleTag02_hs
423902,SampleTag01_hs,SampleTag01_hs
660386,SampleTag02_hs,SampleTag02_hs
301115,SampleTag01_hs,SampleTag01_hs
288253,SampleTag02_hs,SampleTag02_hs
768953,Multiplet,Multiplet
877256,SampleTag03_hs,SampleTag03_hs
693049,SampleTag02_hs,SampleTag02_hs
21883,SampleTag01_hs,SampleTag01_hs
130226,SampleTag03_hs,SampleTag03_hs
673583,SampleTag01_hs,SampleTag01_hs
866750,SampleTag03_hs,SampleTag03_hs
22746,SampleTag01_hs,SampleTag01_hs
843067,SampleTag01_hs,SampleTag01_hs
296597,SampleTag03_hs,SampleTag03_hs
604657,SampleTag02_hs,SampleTag02_hs
326771,SampleTag03_hs,SampleTag03_hs
823844,Multiplet,Multiplet
135898,SampleTag02_hs,SampleTag02_hs
627410,SampleTag02_hs,SampleTag02_hs
396178,SampleTag03_hs,SampleTag03_hs
590608,SampleTag01_hs,SampleTag01_hs
658194,SampleTag03_hs,SampleTag03_hs
661948,SampleTag03_hs,SampleTag03_hs
264624,SampleTag02_hs,SampleTag02_hs
814465,SampleTag01_hs,SampleTag01_hs
880579,SampleTag02_hs,SampleTag02_hs
240051,SampleTag03_hs,SampleTag03_hs
706620,SampleTag03_hs,SampleTag03_hs
742240,SampleTag03_hs,SampleTag03_hs
765404,SampleTag02_hs,SampleTag02_hs
772290,SampleTag01_hs,SampleTag01_hs
334682,SampleTag03_hs,SampleTag03_hs
607693,SampleTag02_hs,SampleTag02_hs
192869,SampleTag01_hs,SampleTag01_hs
283985,SampleTag03_hs,SampleTag03_hs
504024,SampleTag02_hs,SampleTag02_hs
530321,SampleTag03_hs,SampleTag03_hs
605588,SampleTag02_hs,SampleTag02_hs
667925,SampleTag01_hs,SampleTag01_hs
783426,SampleTag03_hs,SampleTag03_hs
797842,SampleTag01_hs,SampleTag01_hs
163160,SampleTag01_hs,SampleTag01_hs
699734,SampleTag02_hs,SampleTag02_hs
240466,SampleTag01_hs,SampleTag01_hs
551822,SampleTag01_hs,SampleTag01_hs
87146,Undetermined,Undetermined
644244,SampleTag03_hs,SampleTag03_hs
684829,SampleTag02_hs,SampleTag02_hs
192736,SampleTag02_hs,SampleTag02_hs
197730,SampleTag03_hs,SampleTag03_hs
367215,SampleTag01_hs,SampleTag01_hs
405684,Multiplet,Multiplet
117592,SampleTag02_hs,SampleTag02_hs
541667,SampleTag02_hs,SampleTag02_hs
821475,SampleTag01_hs,SampleTag01_hs
694980,SampleTag03_hs,SampleTag03_hs
789685,SampleTag01_hs,SampleTag01_hs
827871,SampleTag02_hs,SampleTag02_hs
329719,SampleTag01_hs,SampleTag01_hs
334129,SampleTag03_hs,SampleTag03_hs
340684,SampleTag01_hs,SampleTag01_hs
729382,SampleTag03_hs,SampleTag03_hs
300349,SampleTag01_hs,SampleTag01_hs
21145,SampleTag03_hs,SampleTag03_hs
769805,SampleTag02_hs,SampleTag02_hs
314468,SampleTag02_hs,SampleTag02_hs
147183,SampleTag01_hs,SampleTag01_hs
173939,SampleTag01_hs,SampleTag01_hs
378899,SampleTag03_hs,SampleTag03_hs
387288,SampleTag02_hs,SampleTag02_hs
234395,SampleTag02_hs,SampleTag02_hs
235508,SampleTag01_hs,SampleTag01_hs
253807,SampleTag01_hs,SampleTag01_hs
347754,SampleTag01_hs,SampleTag01_hs
137977,SampleTag01_hs,SampleTag01_hs
321038,SampleTag01_hs,SampleTag01_hs
292427,SampleTag01_hs,SampleTag01_hs
875571,SampleTag03_hs,SampleTag03_hs
44237,SampleTag01_hs,SampleTag01_hs
599819,SampleTag01_hs,SampleTag01_hs
710718,SampleTag02_hs,SampleTag02_hs
50212,SampleTag02_hs,SampleTag02_hs
168652,SampleTag01_hs,SampleTag01_hs
180577,SampleTag02_hs,SampleTag02_hs
432216,SampleTag01_hs,SampleTag01_hs
583896,SampleTag02_hs,SampleTag02_hs
240258,SampleTag02_hs,SampleTag02_hs
492199,SampleTag01_hs,SampleTag01_hs
772317,SampleTag03_hs,SampleTag03_hs
23731,SampleTag01_hs,SampleTag01_hs
455928,SampleTag03_hs,SampleTag03_hs
491127,SampleTag02_hs,SampleTag02_hs
839390,SampleTag01_hs,SampleTag01_hs
313811,SampleTag02_hs,SampleTag02_hs
508719,SampleTag03_hs,SampleTag03_hs
518124,SampleTag01_hs,SampleTag01_hs
305243,SampleTag02_hs,SampleTag02_hs
391102,SampleTag01_hs,SampleTag01_hs
154923,SampleTag03_hs,SampleTag03_hs
66557,SampleTag03_hs,SampleTag03_hs
250694,SampleTag03_hs,SampleTag03_hs
412302,SampleTag01_hs,SampleTag01_hs
615689,SampleTag03_hs,SampleTag03_hs
54297,SampleTag01_hs,SampleTag01_hs
180663,SampleTag03_hs,SampleTag03_hs
855970,SampleTag01_hs,SampleTag01_hs
827643,Multiplet,Multiplet
864365,SampleTag02_hs,SampleTag02_hs
440305,SampleTag01_hs,SampleTag01_hs
601802,SampleTag02_hs,SampleTag02_hs
220951,SampleTag02_hs,SampleTag02_hs
667266,SampleTag01_hs,SampleTag01_hs
370575,SampleTag03_hs,SampleTag03_hs
312818,SampleTag03_hs,SampleTag03_hs
264317,SampleTag02_hs,SampleTag02_hs
366498,SampleTag02_hs,SampleTag02_hs
873453,SampleTag02_hs,SampleTag02_hs
716650,SampleTag01_hs,SampleTag01_hs
331019,SampleTag01_hs,SampleTag01_hs
804528,SampleTag01_hs,SampleTag01_hs
805659,SampleTag01_hs,SampleTag01_hs
11319,SampleTag03_hs,SampleTag03_hs
826301,SampleTag03_hs,SampleTag03_hs
298717,SampleTag01_hs,SampleTag01_hs
771097,SampleTag02_hs,SampleTag02_hs
392457,SampleTag01_hs,SampleTag01_hs
281625,SampleTag02_hs,SampleTag02_hs
580929,SampleTag03_hs,SampleTag03_hs
798953,SampleTag01_hs,SampleTag01_hs
235949,SampleTag01_hs,SampleTag01_hs
868689,SampleTag03_hs,SampleTag03_hs
113149,SampleTag02_hs,SampleTag02_hs
598172,SampleTag02_hs,SampleTag02_hs
318089,SampleTag03_hs,SampleTag03_hs
271039,SampleTag01_hs,SampleTag01_hs
874768,SampleTag02_hs,SampleTag02_hs
251282,SampleTag03_hs,SampleTag03_hs
377802,SampleTag01_hs,SampleTag01_hs
785718,SampleTag03_hs,SampleTag03_hs
170859,SampleTag02_hs,SampleTag02_hs
65594,SampleTag01_hs,SampleTag01_hs
26970,SampleTag03_hs,SampleTag03_hs
664774,SampleTag01_hs,SampleTag01_hs
70388,SampleTag03_hs,SampleTag03_hs
636981,SampleTag02_hs,SampleTag02_hs
285830,SampleTag01_hs,SampleTag01_hs
669205,SampleTag01_hs,SampleTag01_hs
119564,SampleTag01_hs,SampleTag01_hs
123106,SampleTag01_hs,SampleTag01_hs
483510,SampleTag03_hs,SampleTag03_hs
496439,SampleTag01_hs,SampleTag01_hs
771448,SampleTag01_hs,SampleTag01_hs
869812,SampleTag01_hs,SampleTag01_hs
52487,SampleTag01_hs,SampleTag01_hs
393604,SampleTag02_hs,SampleTag02_hs
681945,SampleTag02_hs,SampleTag02_hs
94264,SampleTag01_hs,SampleTag01_hs
8274,SampleTag01_hs,SampleTag01_hs
393107,SampleTag02_hs,SampleTag02_hs
116128,SampleTag02_hs,SampleTag02_hs
324814,SampleTag01_hs,SampleTag01_hs
734492,SampleTag03_hs,SampleTag03_hs
765788,SampleTag01_hs,SampleTag01_hs
803069,SampleTag01_hs,SampleTag01_hs
131880,SampleTag03_hs,SampleTag03_hs
696021,SampleTag01_hs,SampleTag01_hs
68472,SampleTag02_hs,SampleTag02_hs
487121,SampleTag02_hs,SampleTag02_hs
593598,SampleTag02_hs,SampleTag02_hs
58512,SampleTag01_hs,SampleTag01_hs
672088,SampleTag01_hs,SampleTag01_hs
679045,SampleTag03_hs,SampleTag03_hs
255504,Undetermined,Undetermined
874120,SampleTag02_hs,SampleTag02_hs
186482,SampleTag01_hs,SampleTag01_hs
676399,Undetermined,Undetermined
133426,SampleTag01_hs,SampleTag01_hs
867998,SampleTag01_hs,SampleTag01_hs
116273,SampleTag01_hs,SampleTag01_hs
358511,SampleTag03_hs,SampleTag03_hs
782688,SampleTag03_hs,SampleTag03_hs
150474,SampleTag01_hs,SampleTag01_hs
150979,SampleTag01_hs,SampleTag01_hs
719321,SampleTag02_hs,SampleTag02_hs
836553,SampleTag03_hs,SampleTag03_hs
113355,SampleTag01_hs,SampleTag01_hs
719480,SampleTag02_hs,SampleTag02_hs
114879,SampleTag03_hs,SampleTag03_hs
829219,SampleTag03_hs,SampleTag03_hs
52248,SampleTag03_hs,SampleTag03_hs
482661,SampleTag03_hs,SampleTag03_hs
495123,SampleTag01_hs,SampleTag01_hs
544821,SampleTag02_hs,SampleTag02_hs
373697,SampleTag03_hs,SampleTag03_hs
41417,SampleTag03_hs,SampleTag03_hs
592795,SampleTag01_hs,SampleTag01_hs
740674,SampleTag03_hs,SampleTag03_hs
375343,SampleTag01_hs,SampleTag01_hs
784051,SampleTag03_hs,SampleTag03_hs
784399,SampleTag02_hs,SampleTag02_hs
77321,SampleTag02_hs,SampleTag02_hs
393862,SampleTag01_hs,SampleTag01_hs
472615,SampleTag02_hs,SampleTag02_hs
474374,SampleTag03_hs,SampleTag03_hs
753108,SampleTag01_hs,SampleTag01_hs
496307,SampleTag03_hs,SampleTag03_hs
115844,SampleTag02_hs,SampleTag02_hs
473931,SampleTag03_hs,SampleTag03_hs
769897,SampleTag03_hs,SampleTag03_hs
177586,SampleTag01_hs,SampleTag01_hs
226160,SampleTag02_hs,SampleTag02_hs
271149,SampleTag03_hs,SampleTag03_hs
798244,SampleTag03_hs,SampleTag03_hs
853460,SampleTag03_hs,SampleTag03_hs
177067,SampleTag01_hs,SampleTag01_hs
2749,SampleTag01_hs,SampleTag01_hs
40944,SampleTag03_hs,SampleTag03_hs
834138,SampleTag01_hs,SampleTag01_hs
761984,SampleTag03_hs,SampleTag03_hs
186147,SampleTag01_hs,SampleTag01_hs
483588,SampleTag02_hs,SampleTag02_hs
149730,SampleTag01_hs,SampleTag01_hs
339130,SampleTag03_hs,SampleTag03_hs
457573,SampleTag03_hs,SampleTag03_hs
828024,SampleTag01_hs,SampleTag01_hs
862957,SampleTag03_hs,SampleTag03_hs
254637,SampleTag01_hs,SampleTag01_hs
422168,SampleTag03_hs,SampleTag03_hs
592387,SampleTag03_hs,SampleTag03_hs
132244,SampleTag01_hs,SampleTag01_hs
851388,SampleTag03_hs,SampleTag03_hs
33859,SampleTag01_hs,SampleTag01_hs
201214,SampleTag02_hs,SampleTag02_hs
195125,SampleTag01_hs,SampleTag01_hs
727535,SampleTag03_hs,SampleTag03_hs
38378,SampleTag03_hs,SampleTag03_hs
71033,SampleTag03_hs,SampleTag03_hs
125344,SampleTag01_hs,SampleTag01_hs
267051,SampleTag01_hs,SampleTag01_hs
836009,SampleTag03_hs,SampleTag03_hs
270412,SampleTag02_hs,SampleTag02_hs
411283,SampleTag02_hs,SampleTag02_hs
675180,SampleTag01_hs,SampleTag01_hs
821335,SampleTag02_hs,SampleTag02_hs
87857,SampleTag02_hs,SampleTag02_hs
759135,SampleTag01_hs,SampleTag01_hs
410134,SampleTag02_hs,SampleTag02_hs
641584,SampleTag01_hs,SampleTag01_hs
126705,SampleTag02_hs,SampleTag02_hs
864006,SampleTag02_hs,SampleTag02_hs
49658,SampleTag03_hs,SampleTag03_hs
325265,SampleTag01_hs,SampleTag01_hs
567262,SampleTag01_hs,SampleTag01_hs
108864,SampleTag01_hs,SampleTag01_hs
600544,SampleTag03_hs,SampleTag03_hs
236221,SampleTag01_hs,SampleTag01_hs
715243,SampleTag03_hs,SampleTag03_hs
136051,SampleTag03_hs,SampleTag03_hs
296759,SampleTag03_hs,SampleTag03_hs
349430,SampleTag02_hs,SampleTag02_hs
799841,SampleTag01_hs,SampleTag01_hs
568623,Undetermined,Undetermined
876330,SampleTag02_hs,SampleTag02_hs
145702,SampleTag01_hs,SampleTag01_hs
196794,SampleTag01_hs,SampleTag01_hs
628250,SampleTag01_hs,SampleTag01_hs
360825,SampleTag01_hs,SampleTag01_hs
616401,SampleTag01_hs,SampleTag01_hs
684903,SampleTag02_hs,SampleTag02_hs
383398,SampleTag03_hs,SampleTag03_hs
716809,SampleTag03_hs,SampleTag03_hs
418339,SampleTag01_hs,SampleTag01_hs
840360,SampleTag02_hs,SampleTag02_hs
856872,SampleTag03_hs,SampleTag03_hs
153666,SampleTag02_hs,SampleTag02_hs
872522,SampleTag02_hs,SampleTag02_hs
285460,SampleTag03_hs,SampleTag03_hs
321437,SampleTag01_hs,SampleTag01_hs
668581,SampleTag02_hs,SampleTag02_hs
884583,SampleTag01_hs,SampleTag01_hs
576340,SampleTag01_hs,SampleTag01_hs
806789,Multiplet,Multiplet
235240,SampleTag01_hs,SampleTag01_hs
577673,SampleTag03_hs,SampleTag03_hs
871059,SampleTag02_hs,SampleTag02_hs
398675,SampleTag01_hs,SampleTag01_hs
759724,Undetermined,Undetermined
66112,SampleTag03_hs,SampleTag03_hs
107930,SampleTag03_hs,SampleTag03_hs
218924,SampleTag01_hs,SampleTag01_hs
479714,SampleTag01_hs,SampleTag01_hs
415235,SampleTag03_hs,SampleTag03_hs
697497,SampleTag01_hs,SampleTag01_hs
771063,SampleTag03_hs,SampleTag03_hs
854784,SampleTag01_hs,SampleTag01_hs
23901,SampleTag03_hs,SampleTag03_hs
466924,SampleTag01_hs,SampleTag01_hs
792294,SampleTag02_hs,SampleTag02_hs
634724,SampleTag01_hs,SampleTag01_hs
764541,SampleTag01_hs,SampleTag01_hs
218093,SampleTag01_hs,SampleTag01_hs
288241,SampleTag03_hs,SampleTag03_hs
152405,SampleTag01_hs,SampleTag01_hs
191357,SampleTag03_hs,SampleTag03_hs
766064,SampleTag01_hs,SampleTag01_hs
113091,SampleTag03_hs,SampleTag03_hs
695962,SampleTag01_hs,SampleTag01_hs
702860,SampleTag01_hs,SampleTag01_hs
51727,SampleTag01_hs,SampleTag01_hs
641809,SampleTag02_hs,SampleTag02_hs
591130,SampleTag01_hs,SampleTag01_hs
266277,SampleTag03_hs,SampleTag03_hs
727635,SampleTag03_hs,SampleTag03_hs
867002,SampleTag01_hs,SampleTag01_hs
82767,SampleTag02_hs,SampleTag02_hs
38472,SampleTag03_hs,SampleTag03_hs
551861,SampleTag01_hs,SampleTag01_hs
226942,SampleTag01_hs,SampleTag01_hs
286283,SampleTag01_hs,SampleTag01_hs
367949,SampleTag03_hs,SampleTag03_hs
132439,SampleTag02_hs,SampleTag02_hs
386258,SampleTag01_hs,SampleTag01_hs
727292,SampleTag01_hs,SampleTag01_hs
101793,SampleTag02_hs,SampleTag02_hs
705053,SampleTag02_hs,SampleTag02_hs
242553,SampleTag01_hs,SampleTag01_hs
289850,SampleTag01_hs,SampleTag01_hs
590997,Undetermined,Undetermined
757160,SampleTag03_hs,SampleTag03_hs
91762,SampleTag01_hs,SampleTag01_hs
261455,SampleTag03_hs,SampleTag03_hs
679310,SampleTag01_hs,SampleTag01_hs
805985,SampleTag02_hs,SampleTag02_hs
182197,SampleTag01_hs,SampleTag01_hs
491753,SampleTag03_hs,SampleTag03_hs
149756,SampleTag01_hs,SampleTag01_hs
652779,SampleTag01_hs,SampleTag01_hs
425919,SampleTag02_hs,SampleTag02_hs
854549,SampleTag03_hs,SampleTag03_hs
672937,SampleTag02_hs,SampleTag02_hs
647223,SampleTag03_hs,SampleTag03_hs
385327,SampleTag02_hs,SampleTag02_hs
730710,SampleTag01_hs,SampleTag01_hs
478605,SampleTag02_hs,SampleTag02_hs
61674,SampleTag01_hs,SampleTag01_hs
668852,SampleTag03_hs,SampleTag03_hs
49514,SampleTag01_hs,SampleTag01_hs
452674,SampleTag01_hs,SampleTag01_hs
822407,SampleTag01_hs,SampleTag01_hs
690968,SampleTag01_hs,SampleTag01_hs
830331,Undetermined,Undetermined
828034,SampleTag02_hs,SampleTag02_hs
62043,SampleTag01_hs,SampleTag01_hs
482810,SampleTag03_hs,SampleTag03_hs
752307,SampleTag03_hs,SampleTag03_hs
807183,SampleTag01_hs,SampleTag01_hs
183213,SampleTag03_hs,SampleTag03_hs
775703,SampleTag03_hs,SampleTag03_hs
803155,SampleTag01_hs,SampleTag01_hs
100691,SampleTag02_hs,SampleTag02_hs
31400,SampleTag01_hs,SampleTag01_hs
210440,SampleTag02_hs,SampleTag02_hs
652827,SampleTag03_hs,SampleTag03_hs
675032,SampleTag01_hs,SampleTag01_hs
370487,SampleTag01_hs,SampleTag01_hs
865031,SampleTag01_hs,SampleTag01_hs
126284,SampleTag02_hs,SampleTag02_hs
686535,SampleTag01_hs,SampleTag01_hs
828370,SampleTag02_hs,SampleTag02_hs
830477,SampleTag03_hs,SampleTag03_hs
59708,SampleTag02_hs,SampleTag02_hs
878498,SampleTag02_hs,SampleTag02_hs
608195,SampleTag02_hs,SampleTag02_hs
59664,Multiplet,Multiplet
698787,SampleTag03_hs,SampleTag03_hs
298458,SampleTag03_hs,SampleTag03_hs
211811,SampleTag01_hs,SampleTag01_hs
66013,SampleTag01_hs,SampleTag01_hs
676783,SampleTag03_hs,SampleTag03_hs
821644,SampleTag03_hs,SampleTag03_hs
696988,SampleTag01_hs,SampleTag01_hs
870662,SampleTag01_hs,SampleTag01_hs
200804,SampleTag01_hs,SampleTag01_hs
327825,SampleTag01_hs,SampleTag01_hs
679565,SampleTag01_hs,SampleTag01_hs
241505,SampleTag01_hs,SampleTag01_hs
636810,SampleTag03_hs,SampleTag03_hs
258162,SampleTag01_hs,SampleTag01_hs
395446,SampleTag03_hs,SampleTag03_hs
400641,SampleTag02_hs,SampleTag02_hs
695619,SampleTag01_hs,SampleTag01_hs
659229,SampleTag02_hs,SampleTag02_hs
675761,SampleTag01_hs,SampleTag01_hs
447990,SampleTag02_hs,SampleTag02_hs
394368,SampleTag03_hs,SampleTag03_hs
770054,SampleTag01_hs,SampleTag01_hs
862701,SampleTag01_hs,SampleTag01_hs
669622,SampleTag01_hs,SampleTag01_hs
183632,SampleTag01_hs,SampleTag01_hs
49033,Undetermined,Undetermined
97624,SampleTag03_hs,SampleTag03_hs
374849,SampleTag03_hs,SampleTag03_hs
682464,SampleTag02_hs,SampleTag02_hs
115919,SampleTag03_hs,SampleTag03_hs
755256,SampleTag01_hs,SampleTag01_hs
712590,SampleTag03_hs,SampleTag03_hs
779333,SampleTag03_hs,SampleTag03_hs
83484,SampleTag02_hs,SampleTag02_hs
328631,SampleTag03_hs,SampleTag03_hs
404047,SampleTag01_hs,SampleTag01_hs
86189,SampleTag03_hs,SampleTag03_hs
126501,Multiplet,Multiplet
875494,SampleTag01_hs,SampleTag01_hs
366639,SampleTag01_hs,SampleTag01_hs
689416,SampleTag01_hs,SampleTag01_hs
217415,SampleTag01_hs,SampleTag01_hs
319210,SampleTag02_hs,SampleTag02_hs
509524,SampleTag01_hs,SampleTag01_hs
558745,SampleTag01_hs,SampleTag01_hs
791395,SampleTag03_hs,SampleTag03_hs
30300,SampleTag01_hs,SampleTag01_hs
78564,SampleTag03_hs,SampleTag03_hs
175975,SampleTag02_hs,SampleTag02_hs
412676,SampleTag02_hs,SampleTag02_hs
709568,SampleTag03_hs,SampleTag03_hs
743982,SampleTag02_hs,SampleTag02_hs
631100,SampleTag01_hs,SampleTag01_hs
842977,SampleTag01_hs,SampleTag01_hs
583530,SampleTag01_hs,SampleTag01_hs
617794,SampleTag03_hs,SampleTag03_hs
333294,SampleTag02_hs,SampleTag02_hs
489445,SampleTag01_hs,SampleTag01_hs
691809,SampleTag01_hs,SampleTag01_hs
31877,SampleTag01_hs,SampleTag01_hs
344195,SampleTag01_hs,SampleTag01_hs
523755,SampleTag02_hs,SampleTag02_hs
685446,SampleTag01_hs,SampleTag01_hs
881539,SampleTag02_hs,SampleTag02_hs
84261,SampleTag03_hs,SampleTag03_hs
152617,SampleTag01_hs,SampleTag01_hs
337721,SampleTag02_hs,SampleTag02_hs
495954,SampleTag01_hs,SampleTag01_hs
596516,SampleTag03_hs,SampleTag03_hs
90765,SampleTag01_hs,SampleTag01_hs
123532,SampleTag02_hs,SampleTag02_hs
586877,SampleTag01_hs,SampleTag01_hs
837135,SampleTag02_hs,SampleTag02_hs
666594,SampleTag01_hs,SampleTag01_hs
732949,SampleTag02_hs,SampleTag02_hs
869316,SampleTag01_hs,SampleTag01_hs
390773,SampleTag02_hs,SampleTag02_hs
768205,SampleTag03_hs,SampleTag03_hs
828939,SampleTag01_hs,SampleTag01_hs
31642,SampleTag02_hs,SampleTag02_hs
186472,SampleTag02_hs,SampleTag02_hs
495184,SampleTag01_hs,SampleTag01_hs
164533,SampleTag03_hs,SampleTag03_hs
289065,SampleTag01_hs,SampleTag01_hs
324981,SampleTag02_hs,SampleTag02_hs
341722,SampleTag02_hs,SampleTag02_hs
730390,SampleTag03_hs,SampleTag03_hs
771639,SampleTag03_hs,SampleTag03_hs
71679,SampleTag01_hs,SampleTag01_hs
611162,SampleTag03_hs,SampleTag03_hs
838063,SampleTag01_hs,SampleTag01_hs
247650,SampleTag02_hs,SampleTag02_hs
297286,SampleTag03_hs,SampleTag03_hs
544237,SampleTag02_hs,SampleTag02_hs
364855,SampleTag01_hs,SampleTag01_hs
410099,SampleTag03_hs,SampleTag03_hs
641641,SampleTag02_hs,SampleTag02_hs
137118,SampleTag01_hs,SampleTag01_hs
710451,SampleTag03_hs,SampleTag03_hs
851290,SampleTag01_hs,SampleTag01_hs
39060,SampleTag02_hs,SampleTag02_hs
657565,SampleTag03_hs,SampleTag03_hs
765067,SampleTag03_hs,SampleTag03_hs
60753,SampleTag01_hs,SampleTag01_hs
125021,SampleTag02_hs,SampleTag02_hs
322266,SampleTag02_hs,SampleTag02_hs
701038,SampleTag03_hs,SampleTag03_hs
747415,SampleTag01_hs,SampleTag01_hs
276909,SampleTag03_hs,SampleTag03_hs
709199,SampleTag01_hs,SampleTag01_hs
438349,SampleTag01_hs,SampleTag01_hs
598446,SampleTag01_hs,SampleTag01_hs
835465,SampleTag02_hs,SampleTag02_hs
289735,SampleTag03_hs,SampleTag03_hs
764781,SampleTag03_hs,SampleTag03_hs
798088,SampleTag01_hs,SampleTag01_hs
684755,SampleTag03_hs,SampleTag03_hs
869918,SampleTag02_hs,SampleTag02_hs
93086,SampleTag03_hs,SampleTag03_hs
96162,SampleTag01_hs,SampleTag01_hs
665984,SampleTag03_hs,SampleTag03_hs
764964,SampleTag02_hs,SampleTag02_hs
175840,SampleTag01_hs,SampleTag01_hs
291141,SampleTag02_hs,SampleTag02_hs
434387,SampleTag01_hs,SampleTag01_hs
755009,SampleTag01_hs,SampleTag01_hs
171140,SampleTag03_hs,SampleTag03_hs
385479,SampleTag01_hs,SampleTag01_hs
64916,SampleTag02_hs,SampleTag02_hs
122078,SampleTag03_hs,SampleTag03_hs
159964,SampleTag02_hs,SampleTag02_hs
69572,SampleTag03_hs,SampleTag03_hs
333119,SampleTag01_hs,SampleTag01_hs
360791,SampleTag01_hs,SampleTag01_hs
563061,SampleTag03_hs,SampleTag03_hs
856844,SampleTag03_hs,SampleTag03_hs
176675,SampleTag02_hs,SampleTag02_hs
445421,SampleTag02_hs,SampleTag02_hs
8961,SampleTag02_hs,SampleTag02_hs
165539,SampleTag01_hs,SampleTag01_hs
487504,SampleTag01_hs,SampleTag01_hs
513770,SampleTag01_hs,SampleTag01_hs
736430,SampleTag01_hs,SampleTag01_hs
163412,SampleTag01_hs,SampleTag01_hs
183952,SampleTag02_hs,SampleTag02_hs
436650,SampleTag03_hs,SampleTag03_hs
290096,SampleTag02_hs,SampleTag02_hs
639254,SampleTag01_hs,SampleTag01_hs
799979,SampleTag01_hs,SampleTag01_hs
726386,SampleTag02_hs,SampleTag02_hs
661270,SampleTag01_hs,SampleTag01_hs
274446,SampleTag02_hs,SampleTag02_hs
875143,SampleTag03_hs,SampleTag03_hs
156825,SampleTag01_hs,SampleTag01_hs
670331,SampleTag01_hs,SampleTag01_hs
824479,SampleTag02_hs,SampleTag02_hs
214106,SampleTag03_hs,SampleTag03_hs
310723,Undetermined,Undetermined
56247,SampleTag02_hs,SampleTag02_hs
147083,SampleTag02_hs,SampleTag02_hs
383572,SampleTag03_hs,SampleTag03_hs
620387,SampleTag01_hs,SampleTag01_hs
807370,SampleTag01_hs,SampleTag01_hs
243291,SampleTag03_hs,SampleTag03_hs
399982,SampleTag03_hs,SampleTag03_hs
415725,SampleTag01_hs,SampleTag01_hs
804941,SampleTag01_hs,SampleTag01_hs
21977,SampleTag01_hs,SampleTag01_hs
517493,SampleTag03_hs,SampleTag03_hs
825579,Undetermined,Undetermined
617197,SampleTag01_hs,SampleTag01_hs
636484,SampleTag02_hs,SampleTag02_hs
18490,SampleTag01_hs,SampleTag01_hs
346225,SampleTag01_hs,SampleTag01_hs
152722,SampleTag01_hs,SampleTag01_hs
311106,SampleTag03_hs,SampleTag03_hs
168872,SampleTag01_hs,SampleTag01_hs
499316,SampleTag03_hs,SampleTag03_hs
687238,SampleTag02_hs,SampleTag02_hs
99355,SampleTag03_hs,SampleTag03_hs
851886,SampleTag01_hs,SampleTag01_hs
668949,SampleTag02_hs,SampleTag02_hs
677793,SampleTag03_hs,SampleTag03_hs
302564,SampleTag02_hs,SampleTag02_hs
634737,SampleTag02_hs,SampleTag02_hs
801345,SampleTag03_hs,SampleTag03_hs
300483,SampleTag03_hs,SampleTag03_hs
473125,Undetermined,Undetermined
416061,SampleTag02_hs,SampleTag02_hs
669745,SampleTag01_hs,SampleTag01_hs
848093,SampleTag03_hs,SampleTag03_hs
267357,SampleTag03_hs,SampleTag03_hs
744190,SampleTag01_hs,SampleTag01_hs
257457,SampleTag03_hs,SampleTag03_hs
508207,SampleTag02_hs,SampleTag02_hs
276392,SampleTag02_hs,SampleTag02_hs
212585,SampleTag03_hs,SampleTag03_hs
258657,SampleTag01_hs,SampleTag01_hs
284173,SampleTag01_hs,SampleTag01_hs
167091,SampleTag01_hs,SampleTag01_hs
850380,SampleTag03_hs,SampleTag03_hs
646651,SampleTag02_hs,SampleTag02_hs
756063,SampleTag01_hs,SampleTag01_hs
789467,SampleTag02_hs,SampleTag02_hs
288341,SampleTag01_hs,SampleTag01_hs
225590,SampleTag02_hs,SampleTag02_hs
675639,SampleTag02_hs,SampleTag02_hs
496335,SampleTag02_hs,SampleTag02_hs
654860,SampleTag02_hs,SampleTag02_hs
653073,SampleTag01_hs,SampleTag01_hs
266584,SampleTag02_hs,SampleTag02_hs
680818,SampleTag01_hs,SampleTag01_hs
197511,SampleTag01_hs,SampleTag01_hs
549266,SampleTag03_hs,SampleTag03_hs
117144,SampleTag02_hs,SampleTag02_hs
860395,SampleTag02_hs,SampleTag02_hs
334216,SampleTag03_hs,SampleTag03_hs
275695,SampleTag01_hs,SampleTag01_hs
666083,SampleTag02_hs,SampleTag02_hs
181344,SampleTag03_hs,SampleTag03_hs
363773,SampleTag01_hs,SampleTag01_hs
61364,SampleTag02_hs,SampleTag02_hs
115552,SampleTag02_hs,SampleTag02_hs
147655,SampleTag01_hs,SampleTag01_hs
715282,SampleTag02_hs,SampleTag02_hs
369894,SampleTag03_hs,SampleTag03_hs
435580,SampleTag02_hs,SampleTag02_hs
444783,SampleTag02_hs,SampleTag02_hs
404916,SampleTag02_hs,SampleTag02_hs
328999,SampleTag02_hs,SampleTag02_hs
598048,SampleTag03_hs,SampleTag03_hs
220614,SampleTag02_hs,SampleTag02_hs
823615,SampleTag02_hs,SampleTag02_hs
28898,SampleTag01_hs,SampleTag01_hs
578674,SampleTag02_hs,SampleTag02_hs
757587,SampleTag01_hs,SampleTag01_hs
539210,Undetermined,Undetermined
